Label,Site,Genus,Treatment,Genotype,Color_type,Color,Name,Area1,Mean_frag,StdDev1,Mode1,Min1,Max1,MinThr1,MaxThr1,Label_match
RC_Por_T3_RC20.jpg_LAB,RC,Por,T3,RC20,LAB,R,RC_Por_T3_RC20.jpg_LAB_04,215940,17.705,10.259,5.417,0.662,40.567,-3.40E+38,3.40E+38,RC_Por_T3_RC20
RC_Por_T3_RC20.jpg_LAB,RC,Por,T3,RC20,LAB,G,RC_Por_T3_RC20.jpg_LAB_05,215940,2.086,2.689,-0.502,-7.254,12.728,-3.40E+38,3.40E+38,RC_Por_T3_RC20
RC_Por_T3_RC20.jpg_LAB,RC,Por,T3,RC20,LAB,B,RC_Por_T3_RC20.jpg_LAB_06,215940,7.09,3.843,7.357,-3.691,21.451,-3.40E+38,3.40E+38,RC_Por_T3_RC20
RC_Por_T3_RC20.jpg_HSB,RC,Por,T3,RC20,HSB,R,RC_Por_T3_RC20.jpg_HSB_07,215940,23.506,25.887,11,0,252,0,255,RC_Por_T3_RC20
RC_Por_T3_RC20.jpg_HSB,RC,Por,T3,RC20,HSB,G,RC_Por_T3_RC20.jpg_HSB_08,215940,97.113,32.161,127,0,255,0,255,RC_Por_T3_RC20
RC_Por_T3_RC20.jpg_HSB,RC,Por,T3,RC20,HSB,B,RC_Por_T3_RC20.jpg_HSB_09,215940,50.929,21.574,33,7,108,0,255,RC_Por_T3_RC20
RC_Por_T4_RC11.jpg_RGB,RC,Por,T4,RC11,RGB,R,RC_Por_T4_RC11.jpg_RGB_01,244072,57.081,15.53,51,10,112,0,255,RC_Por_T4_RC11
RC_Por_T4_RC11.jpg_RGB,RC,Por,T4,RC11,RGB,G,RC_Por_T4_RC11.jpg_RGB_02,244072,48.209,15.448,43,11,104,0,255,RC_Por_T4_RC11
RC_Por_T4_RC11.jpg_RGB,RC,Por,T4,RC11,RGB,B,RC_Por_T4_RC11.jpg_RGB_03,244072,40.107,15.048,37,5,105,0,255,RC_Por_T4_RC11
RC_Por_T4_RC11.jpg_LAB,RC,Por,T4,RC11,LAB,R,RC_Por_T4_RC11.jpg_LAB_04,244072,20.521,6.946,21.522,3.256,43.394,-3.40E+38,3.40E+38,RC_Por_T4_RC11
RC_Por_T4_RC11.jpg_LAB,RC,Por,T4,RC11,LAB,G,RC_Por_T4_RC11.jpg_LAB_05,244072,2.534,1.399,2.764,-8.782,10.225,-3.40E+38,3.40E+38,RC_Por_T4_RC11
RC_Por_T4_RC11.jpg_LAB,RC,Por,T4,RC11,LAB,B,RC_Por_T4_RC11.jpg_LAB_06,244072,6.677,2.545,5.036,-7.634,17.413,-3.40E+38,3.40E+38,RC_Por_T4_RC11
RC_Por_T4_RC11.jpg_HSB,RC,Por,T4,RC11,HSB,R,RC_Por_T4_RC11.jpg_HSB_07,244072,22.139,19.36,21,0,250,0,255,RC_Por_T4_RC11
RC_Por_T4_RC11.jpg_HSB,RC,Por,T4,RC11,HSB,G,RC_Por_T4_RC11.jpg_HSB_08,244072,79.567,26.401,75,0,193,0,255,RC_Por_T4_RC11
RC_Por_T4_RC11.jpg_HSB,RC,Por,T4,RC11,HSB,B,RC_Por_T4_RC11.jpg_HSB_09,244072,57.192,15.558,51,16,112,0,255,RC_Por_T4_RC11
RC_Por_T4_RC12.jpg_RGB,RC,Por,T4,RC12,RGB,R,RC_Por_T4_RC12.jpg_RGB_01,239517,69.277,25.528,70,0,131,0,255,RC_Por_T4_RC12
RC_Por_T4_RC12.jpg_RGB,RC,Por,T4,RC12,RGB,G,RC_Por_T4_RC12.jpg_RGB_02,239517,58.218,24.442,50,0,117,0,255,RC_Por_T4_RC12
RC_Por_T4_RC12.jpg_RGB,RC,Por,T4,RC12,RGB,B,RC_Por_T4_RC12.jpg_RGB_03,239517,45.426,23.845,36,0,118,0,255,RC_Por_T4_RC12
RC_Por_T4_RC12.jpg_LAB,RC,Por,T4,RC12,LAB,R,RC_Por_T4_RC12.jpg_LAB_04,239517,25.013,10.897,22.028,0,49.25,-3.40E+38,3.40E+38,RC_Por_T4_RC12
RC_Por_T4_RC12.jpg_LAB,RC,Por,T4,RC12,LAB,G,RC_Por_T4_RC12.jpg_LAB_05,239517,2.694,2.836,1.16,-6.879,11.578,-3.40E+38,3.40E+38,RC_Por_T4_RC12
RC_Por_T4_RC12.jpg_LAB,RC,Por,T4,RC12,LAB,B,RC_Por_T4_RC12.jpg_LAB_06,239517,9.683,4.173,12.064,-8.054,22.33,-3.40E+38,3.40E+38,RC_Por_T4_RC12
RC_Por_T4_RC12.jpg_HSB,RC,Por,T4,RC12,HSB,R,RC_Por_T4_RC12.jpg_HSB_07,239517,28.004,30,18,0,252,0,255,RC_Por_T4_RC12
RC_Por_T4_RC12.jpg_HSB,RC,Por,T4,RC12,HSB,G,RC_Por_T4_RC12.jpg_HSB_08,239517,94.821,35.2,127,0,255,0,255,RC_Por_T4_RC12
RC_Por_T4_RC12.jpg_HSB,RC,Por,T4,RC12,HSB,B,RC_Por_T4_RC12.jpg_HSB_09,239517,69.371,25.528,70,0,131,0,255,RC_Por_T4_RC12
RC_Por_T4_RC13.jpg_RGB,RC,Por,T4,RC13,RGB,R,RC_Por_T4_RC13.jpg_RGB_01,222750,77.192,17.29,73,0,133,0,255,RC_Por_T4_RC13
RC_Por_T4_RC13.jpg_RGB,RC,Por,T4,RC13,RGB,G,RC_Por_T4_RC13.jpg_RGB_02,222750,66.982,17.862,68,2,119,0,255,RC_Por_T4_RC13
RC_Por_T4_RC13.jpg_RGB,RC,Por,T4,RC13,RGB,B,RC_Por_T4_RC13.jpg_RGB_03,222750,55.374,19.876,54,0,126,0,255,RC_Por_T4_RC13
RC_Por_T4_RC13.jpg_LAB,RC,Por,T4,RC13,LAB,R,RC_Por_T4_RC13.jpg_LAB_04,222750,28.981,7.67,27.525,0.667,49.605,-3.40E+38,3.40E+38,RC_Por_T4_RC13
RC_Por_T4_RC13.jpg_LAB,RC,Por,T4,RC13,LAB,G,RC_Por_T4_RC13.jpg_LAB_05,222750,2.435,2.299,2.628,-8.996,16.329,-3.40E+38,3.40E+38,RC_Por_T4_RC13
RC_Por_T4_RC13.jpg_LAB,RC,Por,T4,RC13,LAB,B,RC_Por_T4_RC13.jpg_LAB_06,222750,8.756,5.081,10.369,-19.163,22.262,-3.40E+38,3.40E+38,RC_Por_T4_RC13
RC_Por_T4_RC13.jpg_HSB,RC,Por,T4,RC13,HSB,R,RC_Por_T4_RC13.jpg_HSB_07,222750,31.445,33.967,21,0,252,0,255,RC_Por_T4_RC13
RC_Por_T4_RC13.jpg_HSB,RC,Por,T4,RC13,HSB,G,RC_Por_T4_RC13.jpg_HSB_08,222750,79.741,30.008,85,0,255,0,255,RC_Por_T4_RC13
RC_Por_T4_RC13.jpg_HSB,RC,Por,T4,RC13,HSB,B,RC_Por_T4_RC13.jpg_HSB_09,222750,78.021,17.556,82,4,133,0,255,RC_Por_T4_RC13
RC_Por_T4_RC14.jpg_RGB,RC,Por,T4,RC14,RGB,R,RC_Por_T4_RC14.jpg_RGB_01,362963,53.099,16.937,52,5,110,0,255,RC_Por_T4_RC14
RC_Por_T4_RC14.jpg_RGB,RC,Por,T4,RC14,RGB,G,RC_Por_T4_RC14.jpg_RGB_02,362963,39.517,16.116,35,0,94,0,255,RC_Por_T4_RC14
RC_Por_T4_RC14.jpg_RGB,RC,Por,T4,RC14,RGB,B,RC_Por_T4_RC14.jpg_RGB_03,362963,38.635,15.675,35,0,97,0,255,RC_Por_T4_RC14
RC_Por_T4_RC14.jpg_LAB,RC,Por,T4,RC14,LAB,R,RC_Por_T4_RC14.jpg_LAB_04,362963,17.279,7.434,15.881,0.291,40.003,-3.40E+38,3.40E+38,RC_Por_T4_RC14
RC_Por_T4_RC14.jpg_LAB,RC,Por,T4,RC14,LAB,G,RC_Por_T4_RC14.jpg_LAB_05,362963,6.186,2.111,7.548,-6.674,15.063,-3.40E+38,3.40E+38,RC_Por_T4_RC14
RC_Por_T4_RC14.jpg_LAB,RC,Por,T4,RC14,LAB,B,RC_Por_T4_RC14.jpg_LAB_06,362963,2.981,1.757,2.16,-6.371,15.36,-3.40E+38,3.40E+38,RC_Por_T4_RC14
RC_Por_T4_RC14.jpg_HSB,RC,Por,T4,RC14,HSB,R,RC_Por_T4_RC14.jpg_HSB_07,362963,70.073,107.948,0,0,253,0,255,RC_Por_T4_RC14
RC_Por_T4_RC14.jpg_HSB,RC,Por,T4,RC14,HSB,G,RC_Por_T4_RC14.jpg_HSB_08,362963,76.124,23.598,63,0,255,0,255,RC_Por_T4_RC14
RC_Por_T4_RC14.jpg_HSB,RC,Por,T4,RC14,HSB,B,RC_Por_T4_RC14.jpg_HSB_09,362963,53.106,16.939,52,5,110,0,255,RC_Por_T4_RC14
RC_Por_T4_RC15.jpg_RGB,RC,Por,T4,RC15,RGB,R,RC_Por_T4_RC15.jpg_RGB_01,195115,65.488,18.71,54,3,122,0,255,RC_Por_T4_RC15
RC_Por_T4_RC15.jpg_RGB,RC,Por,T4,RC15,RGB,G,RC_Por_T4_RC15.jpg_RGB_02,195115,55.07,18.136,44,4,114,0,255,RC_Por_T4_RC15
RC_Por_T4_RC15.jpg_RGB,RC,Por,T4,RC15,RGB,B,RC_Por_T4_RC15.jpg_RGB_03,195115,54.959,18.88,48,1,115,0,255,RC_Por_T4_RC15
RC_Por_T4_RC15.jpg_LAB,RC,Por,T4,RC15,LAB,R,RC_Por_T4_RC15.jpg_LAB_04,195115,24.014,8.073,19.392,1.667,47.272,-3.40E+38,3.40E+38,RC_Por_T4_RC15
RC_Por_T4_RC15.jpg_LAB,RC,Por,T4,RC15,LAB,G,RC_Por_T4_RC15.jpg_LAB_05,195115,4.654,3.315,5.999,-10.607,14.473,-3.40E+38,3.40E+38,RC_Por_T4_RC15
RC_Por_T4_RC15.jpg_LAB,RC,Por,T4,RC15,LAB,B,RC_Por_T4_RC15.jpg_LAB_06,195115,1.817,3.899,-0.658,-7.43,19.037,-3.40E+38,3.40E+38,RC_Por_T4_RC15
RC_Por_T4_RC15.jpg_HSB,RC,Por,T4,RC15,HSB,R,RC_Por_T4_RC15.jpg_HSB_07,195115,135.697,109.155,240,0,253,0,255,RC_Por_T4_RC15
RC_Por_T4_RC15.jpg_HSB,RC,Por,T4,RC15,HSB,G,RC_Por_T4_RC15.jpg_HSB_08,195115,55.041,20.796,51,0,239,0,255,RC_Por_T4_RC15
RC_Por_T4_RC15.jpg_HSB,RC,Por,T4,RC15,HSB,B,RC_Por_T4_RC15.jpg_HSB_09,195115,65.752,18.654,54,8,122,0,255,RC_Por_T4_RC15
RC_Por_T4_RC16.jpg_RGB,RC,Por,T4,RC16,RGB,R,RC_Por_T4_RC16.jpg_RGB_01,252268,48.134,19.191,43,1,113,0,255,RC_Por_T4_RC16
RC_Por_T4_RC16.jpg_RGB,RC,Por,T4,RC16,RGB,G,RC_Por_T4_RC16.jpg_RGB_02,252268,38.553,17.612,30,0,96,0,255,RC_Por_T4_RC16
RC_Por_T4_RC16.jpg_RGB,RC,Por,T4,RC16,RGB,B,RC_Por_T4_RC16.jpg_RGB_03,252268,31.991,16.634,24,0,100,0,255,RC_Por_T4_RC16
RC_Por_T4_RC16.jpg_LAB,RC,Por,T4,RC16,LAB,R,RC_Por_T4_RC16.jpg_LAB_04,252268,16.159,8.156,12.635,0.058,40.557,-3.40E+38,3.40E+38,RC_Por_T4_RC16
RC_Por_T4_RC16.jpg_LAB,RC,Por,T4,RC16,LAB,G,RC_Por_T4_RC16.jpg_LAB_05,252268,3.272,2.137,2.211,-8.81,17.193,-3.40E+38,3.40E+38,RC_Por_T4_RC16
RC_Por_T4_RC16.jpg_LAB,RC,Por,T4,RC16,LAB,B,RC_Por_T4_RC16.jpg_LAB_06,252268,5.867,2.966,5.13,-8.855,17.962,-3.40E+38,3.40E+38,RC_Por_T4_RC16
RC_Por_T4_RC16.jpg_HSB,RC,Por,T4,RC16,HSB,R,RC_Por_T4_RC16.jpg_HSB_07,252268,23.82,33.763,18,0,253,0,255,RC_Por_T4_RC16
RC_Por_T4_RC16.jpg_HSB,RC,Por,T4,RC16,HSB,G,RC_Por_T4_RC16.jpg_HSB_08,252268,90.654,28.992,85,0,255,0,255,RC_Por_T4_RC16
RC_Por_T4_RC16.jpg_HSB,RC,Por,T4,RC16,HSB,B,RC_Por_T4_RC16.jpg_HSB_09,252268,48.243,19.238,43,1,113,0,255,RC_Por_T4_RC16
RC_Por_T4_RC17.jpg_RGB,RC,Por,T4,RC17,RGB,R,RC_Por_T4_RC17.jpg_RGB_01,170885,39.045,17.843,19,0,91,0,255,RC_Por_T4_RC17
RC_Por_T4_RC17.jpg_RGB,RC,Por,T4,RC17,RGB,G,RC_Por_T4_RC17.jpg_RGB_02,170885,35.153,17.178,18,0,85,0,255,RC_Por_T4_RC17
RC_Por_T4_RC17.jpg_RGB,RC,Por,T4,RC17,RGB,B,RC_Por_T4_RC17.jpg_RGB_03,170885,25.209,14.705,12,0,84,0,255,RC_Por_T4_RC17
RC_Por_T4_RC17.jpg_LAB,RC,Por,T4,RC17,LAB,R,RC_Por_T4_RC17.jpg_LAB_04,170885,13.834,7.955,4.62,0.583,34.47,-3.40E+38,3.40E+38,RC_Por_T4_RC17
RC_Por_T4_RC17.jpg_LAB,RC,Por,T4,RC17,LAB,G,RC_Por_T4_RC17.jpg_LAB_05,170885,-0.098,2.081,-0.265,-14.165,15.611,-3.40E+38,3.40E+38,RC_Por_T4_RC17
RC_Por_T4_RC17.jpg_LAB,RC,Por,T4,RC17,LAB,B,RC_Por_T4_RC17.jpg_LAB_06,170885,6.764,3.642,8.031,-9.705,16.166,-3.40E+38,3.40E+38,RC_Por_T4_RC17
RC_Por_T4_RC17.jpg_HSB,RC,Por,T4,RC17,HSB,R,RC_Por_T4_RC17.jpg_HSB_07,170885,34.004,22.735,29,0,253,0,255,RC_Por_T4_RC17
RC_Por_T4_RC17.jpg_HSB,RC,Por,T4,RC17,HSB,G,RC_Por_T4_RC17.jpg_HSB_08,170885,98.7,27.987,127,0,255,0,255,RC_Por_T4_RC17
RC_Por_T4_RC17.jpg_HSB,RC,Por,T4,RC17,HSB,B,RC_Por_T4_RC17.jpg_HSB_09,170885,39.47,18.029,19,5,91,0,255,RC_Por_T4_RC17
RC_Por_T4_RC18.jpg_RGB,RC,Por,T4,RC18,RGB,R,RC_Por_T4_RC18.jpg_RGB_01,261960,56.49,17.524,57,0,115,0,255,RC_Por_T4_RC18
RC_Por_T4_RC18.jpg_RGB,RC,Por,T4,RC18,RGB,G,RC_Por_T4_RC18.jpg_RGB_02,261960,48.947,16.938,45,0,105,0,255,RC_Por_T4_RC18
RC_Por_T4_RC18.jpg_RGB,RC,Por,T4,RC18,RGB,B,RC_Por_T4_RC18.jpg_RGB_03,261960,45.174,15.873,41,0,104,0,255,RC_Por_T4_RC18
RC_Por_T4_RC18.jpg_LAB,RC,Por,T4,RC18,LAB,R,RC_Por_T4_RC18.jpg_LAB_04,261960,20.809,7.648,17.911,0,44.301,-3.40E+38,3.40E+38,RC_Por_T4_RC18
RC_Por_T4_RC18.jpg_LAB,RC,Por,T4,RC18,LAB,G,RC_Por_T4_RC18.jpg_LAB_05,261960,2.689,2.745,1.692,-9.513,16.445,-3.40E+38,3.40E+38,RC_Por_T4_RC18
RC_Por_T4_RC18.jpg_LAB,RC,Por,T4,RC18,LAB,B,RC_Por_T4_RC18.jpg_LAB_06,261960,3.625,3.578,1.072,-5.679,19.189,-3.40E+38,3.40E+38,RC_Por_T4_RC18
RC_Por_T4_RC18.jpg_HSB,RC,Por,T4,RC18,HSB,R,RC_Por_T4_RC18.jpg_HSB_07,261960,75.293,97.231,250,0,253,0,255,RC_Por_T4_RC18
RC_Por_T4_RC18.jpg_HSB,RC,Por,T4,RC18,HSB,G,RC_Por_T4_RC18.jpg_HSB_08,261960,56.246,19.772,51,0,255,0,255,RC_Por_T4_RC18
RC_Por_T4_RC18.jpg_HSB,RC,Por,T4,RC18,HSB,B,RC_Por_T4_RC18.jpg_HSB_09,261960,56.74,17.647,57,0,115,0,255,RC_Por_T4_RC18
RC_Por_T4_RC19.jpg_RGB,RC,Por,T4,RC19,RGB,R,RC_Por_T4_RC19.jpg_RGB_01,412722,80.853,20.254,93,3,130,0,255,RC_Por_T4_RC19
RC_Por_T4_RC19.jpg_RGB,RC,Por,T4,RC19,RGB,G,RC_Por_T4_RC19.jpg_RGB_02,412722,69.08,20.663,62,10,122,0,255,RC_Por_T4_RC19
RC_Por_T4_RC19.jpg_RGB,RC,Por,T4,RC19,RGB,B,RC_Por_T4_RC19.jpg_RGB_03,412722,61.583,20.032,51,0,124,0,255,RC_Por_T4_RC19
RC_Por_T4_RC19.jpg_LAB,RC,Por,T4,RC19,LAB,R,RC_Por_T4_RC19.jpg_LAB_04,412722,30.094,8.857,24.881,2.768,50.945,-3.40E+38,3.40E+38,RC_Por_T4_RC19
RC_Por_T4_RC19.jpg_LAB,RC,Por,T4,RC19,LAB,G,RC_Por_T4_RC19.jpg_LAB_05,412722,3.736,2.202,2.627,-9.614,10.67,-3.40E+38,3.40E+38,RC_Por_T4_RC19
RC_Por_T4_RC19.jpg_LAB,RC,Por,T4,RC19,LAB,B,RC_Por_T4_RC19.jpg_LAB_06,412722,6.402,3.888,2.847,-7.358,22.843,-3.40E+38,3.40E+38,RC_Por_T4_RC19
RC_Por_T4_RC19.jpg_HSB,RC,Por,T4,RC19,HSB,R,RC_Por_T4_RC19.jpg_HSB_07,412722,23.608,44.367,7,0,252,0,255,RC_Por_T4_RC19
RC_Por_T4_RC19.jpg_HSB,RC,Por,T4,RC19,HSB,G,RC_Por_T4_RC19.jpg_HSB_08,412722,63.622,23.519,51,0,255,0,255,RC_Por_T4_RC19
RC_Por_T4_RC19.jpg_HSB,RC,Por,T4,RC19,HSB,B,RC_Por_T4_RC19.jpg_HSB_09,412722,80.92,20.227,93,12,130,0,255,RC_Por_T4_RC19
RC_Por_T4_RC20.jpg_RGB,RC,Por,T4,RC20,RGB,R,RC_Por_T4_RC20.jpg_RGB_01,153245,78.257,23.779,59,0,150,0,255,RC_Por_T4_RC20
RC_Por_T4_RC20.jpg_RGB,RC,Por,T4,RC20,RGB,G,RC_Por_T4_RC20.jpg_RGB_02,153245,69.997,23.845,51,4,129,0,255,RC_Por_T4_RC20
RC_Por_T4_RC20.jpg_RGB,RC,Por,T4,RC20,RGB,B,RC_Por_T4_RC20.jpg_RGB_03,153245,59.108,21.286,39,4,136,0,255,RC_Por_T4_RC20
RC_Por_T4_RC20.jpg_LAB,RC,Por,T4,RC20,LAB,R,RC_Por_T4_RC20.jpg_LAB_04,153245,29.987,10.096,19.684,0.923,53.992,-3.40E+38,3.40E+38,RC_Por_T4_RC20
RC_Por_T4_RC20.jpg_LAB,RC,Por,T4,RC20,LAB,G,RC_Por_T4_RC20.jpg_LAB_05,153245,1.633,2.433,2.387,-12.12,15.088,-3.40E+38,3.40E+38,RC_Por_T4_RC20
RC_Por_T4_RC20.jpg_LAB,RC,Por,T4,RC20,LAB,B,RC_Por_T4_RC20.jpg_LAB_06,153245,7.828,5.033,7.397,-17.145,26.945,-3.40E+38,3.40E+38,RC_Por_T4_RC20
RC_Por_T4_RC20.jpg_HSB,RC,Por,T4,RC20,HSB,R,RC_Por_T4_RC20.jpg_HSB_07,153245,34.945,43.562,21,0,253,0,255,RC_Por_T4_RC20
RC_Por_T4_RC20.jpg_HSB,RC,Por,T4,RC20,HSB,G,RC_Por_T4_RC20.jpg_HSB_08,153245,68.805,22.802,85,0,255,0,255,RC_Por_T4_RC20
RC_Por_T4_RC20.jpg_HSB,RC,Por,T4,RC20,HSB,B,RC_Por_T4_RC20.jpg_HSB_09,153245,79.007,23.417,59,7,150,0,255,RC_Por_T4_RC20
HB_Acp_T1_HB21.jpg_RGB,HB,Acp,T1,HB21,RGB,R,HB_Acp_T1_HB21.jpg_RGB_01,178689,86.168,24.05,68,26,141,0,255,HB_Acp_T1_HB21
HB_Acp_T1_HB21.jpg_RGB,HB,Acp,T1,HB21,RGB,G,HB_Acp_T1_HB21.jpg_RGB_02,178689,68.745,26.54,40,10,122,0,255,HB_Acp_T1_HB21
HB_Acp_T1_HB21.jpg_RGB,HB,Acp,T1,HB21,RGB,B,HB_Acp_T1_HB21.jpg_RGB_03,178689,48.84,27.273,19,0,113,0,255,HB_Acp_T1_HB21
HB_Acp_T1_HB21.jpg_LAB,HB,Acp,T1,HB21,LAB,R,HB_Acp_T1_HB21.jpg_LAB_04,178689,30.208,11.129,20.083,4.066,52.025,-3.40E+38,3.40E+38,HB_Acp_T1_HB21
HB_Acp_T1_HB21.jpg_LAB,HB,Acp,T1,HB21,LAB,G,HB_Acp_T1_HB21.jpg_LAB_05,178689,4.675,2.315,2.25,-2.184,11.411,-3.40E+38,3.40E+38,HB_Acp_T1_HB21
HB_Acp_T1_HB21.jpg_LAB,HB,Acp,T1,HB21,LAB,B,HB_Acp_T1_HB21.jpg_LAB_06,178689,14.989,4.219,13.637,-0.003,27.601,-3.40E+38,3.40E+38,HB_Acp_T1_HB21
HB_Acp_T1_HB21.jpg_HSB,HB,Acp,T1,HB21,HSB,R,HB_Acp_T1_HB21.jpg_HSB_07,178689,22.073,2.956,23,0,36,0,255,HB_Acp_T1_HB21
HB_Acp_T1_HB21.jpg_HSB,HB,Acp,T1,HB21,HSB,G,HB_Acp_T1_HB21.jpg_HSB_08,178689,120.619,44.726,170,0,255,0,255,HB_Acp_T1_HB21
HB_Acp_T1_HB21.jpg_HSB,HB,Acp,T1,HB21,HSB,B,HB_Acp_T1_HB21.jpg_HSB_09,178689,86.168,24.05,68,26,141,0,255,HB_Acp_T1_HB21
HB_Acp_T1_HB22.jpg_RGB,HB,Acp,T1,HB22,RGB,R,HB_Acp_T1_HB22.jpg_RGB_01,220905,61.104,17.13,43,20,113,0,255,HB_Acp_T1_HB22
HB_Acp_T1_HB22.jpg_RGB,HB,Acp,T1,HB22,RGB,G,HB_Acp_T1_HB22.jpg_RGB_02,220905,47.736,18.821,30,4,94,0,255,HB_Acp_T1_HB22
HB_Acp_T1_HB22.jpg_RGB,HB,Acp,T1,HB22,RGB,B,HB_Acp_T1_HB22.jpg_RGB_03,220905,35.456,19.602,18,2,97,0,255,HB_Acp_T1_HB22
HB_Acp_T1_HB22.jpg_LAB,HB,Acp,T1,HB22,LAB,R,HB_Acp_T1_HB22.jpg_LAB_04,220905,20.694,8.29,11.202,2.598,40.249,-3.40E+38,3.40E+38,HB_Acp_T1_HB22
HB_Acp_T1_HB22.jpg_LAB,HB,Acp,T1,HB22,LAB,G,HB_Acp_T1_HB22.jpg_LAB_05,220905,4.196,2.37,5.033,-7.344,19.854,-3.40E+38,3.40E+38,HB_Acp_T1_HB22
HB_Acp_T1_HB22.jpg_LAB,HB,Acp,T1,HB22,LAB,B,HB_Acp_T1_HB22.jpg_LAB_06,220905,10.17,3.338,10.043,-9.136,20.352,-3.40E+38,3.40E+38,HB_Acp_T1_HB22
HB_Acp_T1_HB22.jpg_HSB,HB,Acp,T1,HB22,HSB,R,HB_Acp_T1_HB22.jpg_HSB_07,220905,28.698,41.701,18,0,253,0,255,HB_Acp_T1_HB22
HB_Acp_T1_HB22.jpg_HSB,HB,Acp,T1,HB22,HSB,G,HB_Acp_T1_HB22.jpg_HSB_08,220905,116.498,40.297,127,0,240,0,255,HB_Acp_T1_HB22
HB_Acp_T1_HB22.jpg_HSB,HB,Acp,T1,HB22,HSB,B,HB_Acp_T1_HB22.jpg_HSB_09,220905,61.109,17.136,43,20,113,0,255,HB_Acp_T1_HB22
HB_Acp_T1_HB23.jpg_RGB,HB,Acp,T1,HB23,RGB,R,HB_Acp_T1_HB23.jpg_RGB_01,210619,79.489,19.552,79,0,131,0,255,HB_Acp_T1_HB23
HB_Acp_T1_HB23.jpg_RGB,HB,Acp,T1,HB23,RGB,G,HB_Acp_T1_HB23.jpg_RGB_02,210619,64.972,21.818,42,1,114,0,255,HB_Acp_T1_HB23
HB_Acp_T1_HB23.jpg_RGB,HB,Acp,T1,HB23,RGB,B,HB_Acp_T1_HB23.jpg_RGB_03,210619,49.906,25.727,19,0,116,0,255,HB_Acp_T1_HB23
HB_Acp_T1_HB23.jpg_LAB,HB,Acp,T1,HB23,LAB,R,HB_Acp_T1_HB23.jpg_LAB_04,210619,28.45,9.262,17.691,0.314,47.891,-3.40E+38,3.40E+38,HB_Acp_T1_HB23
HB_Acp_T1_HB23.jpg_LAB,HB,Acp,T1,HB23,LAB,G,HB_Acp_T1_HB23.jpg_LAB_05,210619,4.096,2.123,2.615,-8.941,11.966,-3.40E+38,3.40E+38,HB_Acp_T1_HB23
HB_Acp_T1_HB23.jpg_LAB,HB,Acp,T1,HB23,LAB,B,HB_Acp_T1_HB23.jpg_LAB_06,210619,11.736,5.437,16.4,-8.313,26.164,-3.40E+38,3.40E+38,HB_Acp_T1_HB23
HB_Acp_T1_HB23.jpg_HSB,HB,Acp,T1,HB23,HSB,R,HB_Acp_T1_HB23.jpg_HSB_07,210619,24.196,23.506,20,0,252,0,255,HB_Acp_T1_HB23
HB_Acp_T1_HB23.jpg_HSB,HB,Acp,T1,HB23,HSB,G,HB_Acp_T1_HB23.jpg_HSB_08,210619,104.032,52.363,170,0,255,0,255,HB_Acp_T1_HB23
HB_Acp_T1_HB23.jpg_HSB,HB,Acp,T1,HB23,HSB,B,HB_Acp_T1_HB23.jpg_HSB_09,210619,79.639,19.425,79,3,131,0,255,HB_Acp_T1_HB23
HB_Acp_T1_HB24.jpg_RGB,HB,Acp,T1,HB24,RGB,R,HB_Acp_T1_HB24.jpg_RGB_01,190729,86.091,21.585,69,16,141,0,255,HB_Acp_T1_HB24
HB_Acp_T1_HB24.jpg_RGB,HB,Acp,T1,HB24,RGB,G,HB_Acp_T1_HB24.jpg_RGB_02,190729,69.05,24.29,48,4,119,0,255,HB_Acp_T1_HB24
HB_Acp_T1_HB24.jpg_RGB,HB,Acp,T1,HB24,RGB,B,HB_Acp_T1_HB24.jpg_RGB_03,190729,50.261,26.997,24,2,122,0,255,HB_Acp_T1_HB24
HB_Acp_T1_HB24.jpg_LAB,HB,Acp,T1,HB24,LAB,R,HB_Acp_T1_HB24.jpg_LAB_04,190729,30.388,10.137,20.008,1.859,51.026,-3.40E+38,3.40E+38,HB_Acp_T1_HB24
HB_Acp_T1_HB24.jpg_LAB,HB,Acp,T1,HB24,LAB,G,HB_Acp_T1_HB24.jpg_LAB_05,190729,4.684,2.385,2.269,-5.947,12.264,-3.40E+38,3.40E+38,HB_Acp_T1_HB24
HB_Acp_T1_HB24.jpg_LAB,HB,Acp,T1,HB24,LAB,B,HB_Acp_T1_HB24.jpg_LAB_06,190729,14.286,5.417,18.929,-6.914,25.756,-3.40E+38,3.40E+38,HB_Acp_T1_HB24
HB_Acp_T1_HB24.jpg_HSB,HB,Acp,T1,HB24,HSB,R,HB_Acp_T1_HB24.jpg_HSB_07,190729,26.134,28.91,21,0,252,0,255,HB_Acp_T1_HB24
HB_Acp_T1_HB24.jpg_HSB,HB,Acp,T1,HB24,HSB,G,HB_Acp_T1_HB24.jpg_HSB_08,190729,114.912,49.334,170,0,244,0,255,HB_Acp_T1_HB24
HB_Acp_T1_HB24.jpg_HSB,HB,Acp,T1,HB24,HSB,B,HB_Acp_T1_HB24.jpg_HSB_09,190729,86.163,21.581,67,16,141,0,255,HB_Acp_T1_HB24
HB_Acp_T1_HB25.jpg_RGB,HB,Acp,T1,HB25,RGB,R,HB_Acp_T1_HB25.jpg_RGB_01,184757,79.932,23.853,51,1,139,0,255,HB_Acp_T1_HB25
