Site,Genus,ColonyID,Treatment_nonnum,Treatment,Replicate,Temperature,F0,Fm,Yield,Y
Reef Crest,Acropora,RC24,T4,5,2,36.3,389,571,318,0.318
Reef Crest,Acropora,RC25,T4,5,1,36.3,331,458,277,0.277
Reef Crest,Acropora,RC25,T4,5,2,36.3,243,290,162,0.162
Reef Crest,Acropora,RC26,T4,5,1,36.3,397,567,299,0.299
Reef Crest,Acropora,RC26,T4,5,2,36.3,263,331,205,0.205
Reef Crest,Acropora,RC27,T4,5,1,36.3,267,366,270,0.27
Reef Crest,Acropora,RC27,T4,5,2,36.3,296,432,314,0.314
Reef Crest,Acropora,RC28,T4,5,1,36.3,326,488,331,0.331
Reef Crest,Acropora,RC28,T4,5,2,36.3,227,319,288,0.288
Reef Crest,Acropora,RC29,T4,5,1,36.3,265,365,273,0.273
Reef Crest,Acropora,RC29,T4,5,2,36.3,411,547,248,0.248
Reef Crest,Acropora,RC30,T4,5,1,36.3,329,528,376,0.376
Reef Crest,Acropora,RC30,T4,5,2,36.3,330,467,293,0.293
Harry's Bommie,Pocillopora,HB01,T4,5,1,36.3,254,442,425,0.425
Harry's Bommie,Pocillopora,HB01,T4,5,2,36.3,140,210,333,0.333
Harry's Bommie,Pocillopora,HB02,T4,5,1,36.3,226,342,339,0.339
Harry's Bommie,Pocillopora,HB02,T4,5,2,36.3,209,231,95,0.095
Harry's Bommie,Pocillopora,HB03,T4,5,1,36.3,102,135,244,0
Harry's Bommie,Pocillopora,HB03,T4,5,2,36.3,77,93,172,0
Harry's Bommie,Pocillopora,HB04,T4,5,1,36.3,209,248,157,0.157
Harry's Bommie,Pocillopora,HB04,T4,5,2,36.3,157,208,245,0.245
Harry's Bommie,Pocillopora,HB05,T4,5,1,36.3,117,187,374,0
Harry's Bommie,Pocillopora,HB05,T4,5,2,36.3,75,100,250,0
Harry's Bommie,Pocillopora,HB06,T4,5,1,36.3,156,225,306,0.306
Harry's Bommie,Pocillopora,HB06,T4,5,2,36.3,187,292,359,0.359
Harry's Bommie,Pocillopora,HB07,T4,5,1,36.3,146,230,365,0.365
Harry's Bommie,Pocillopora,HB07,T4,5,2,36.3,158,264,401,0.401
Harry's Bommie,Pocillopora,HB08,T4,5,1,36.3,309,486,364,0.364
Harry's Bommie,Pocillopora,HB08,T4,5,2,36.3,122,171,286,0
Harry's Bommie,Pocillopora,HB09,T4,5,1,36.3,146,192,239,0.239
Harry's Bommie,Pocillopora,HB09,T4,5,2,36.3,182,213,145,0.145
Harry's Bommie,Pocillopora,HB10,T4,5,1,36.3,92,154,402,0
Harry's Bommie,Pocillopora,HB10,T4,5,2,36.3,77,92,163,0
Harry's Bommie,Porites,HB11,T4,5,1,36.3,303,414,268,0.268
Harry's Bommie,Porites,HB11,T4,5,2,36.3,317,419,243,0.243
Harry's Bommie,Porites,HB12,T4,5,1,36.3,479,672,287,0.287
Harry's Bommie,Porites,HB12,T4,5,2,36.3,442,693,362,0.362
Harry's Bommie,Porites,HB13,T4,5,1,36.3,341,576,407,0.407
Harry's Bommie,Porites,HB13,T4,5,2,36.3,275,442,377,0.377
Harry's Bommie,Porites,HB14,T4,5,1,36.3,494,1007,509,0.509
Harry's Bommie,Porites,HB14,T4,5,2,36.3,474,923,486,0.486
Harry's Bommie,Porites,HB15,T4,5,1,36.3,564,970,418,0.418
Harry's Bommie,Porites,HB15,T4,5,2,36.3,537,950,434,0.434
Harry's Bommie,Porites,HB16,T4,5,1,36.3,546,770,290,0.29
Harry's Bommie,Porites,HB16,T4,5,2,36.3,542,835,350,0.35
Harry's Bommie,Porites,HB17,T4,5,1,36.3,287,528,456,0.456
Harry's Bommie,Porites,HB17,T4,5,2,36.3,283,599,527,0.527
Harry's Bommie,Porites,HB18,T4,5,1,36.3,368,612,398,0.398
Harry's Bommie,Porites,HB18,T4,5,2,36.3,396,631,372,0.372
Harry's Bommie,Porites,HB19,T4,5,1,36.3,453,785,422,0.422
Harry's Bommie,Porites,HB19,T4,5,2,36.3,426,763,441,0.441
Harry's Bommie,Porites,HB20,T4,5,1,36.3,508,656,225,0.225
Harry's Bommie,Porites,HB20,T4,5,2,36.3,445,583,236,0.236
Harry's Bommie,Acropora,HB21,T4,5,1,36.3,231,377,387,0.387
Harry's Bommie,Acropora,HB21,T4,5,2,36.3,163,247,340,0.34
Harry's Bommie,Acropora,HB22,T4,5,1,36.3,23,31,258,0
Harry's Bommie,Acropora,HB22,T4,5,2,36.3,26,39,333,0
Harry's Bommie,Acropora,HB23,T4,5,1,36.3,178,257,307,0.307
Harry's Bommie,Acropora,HB23,T4,5,2,36.3,230,346,335,0.335
Harry's Bommie,Acropora,HB24,T4,5,1,36.3,43,283,60,0
Harry's Bommie,Acropora,HB24,T4,5,2,36.3,118,178,337,0
Harry's Bommie,Acropora,HB25,T4,5,1,36.3,103,163,368,0
Harry's Bommie,Acropora,HB25,T4,5,2,36.3,42,83,493,0
Harry's Bommie,Acropora,HB26,T4,5,1,36.3,289,413,300,0.3
Harry's Bommie,Acropora,HB26,T4,5,2,36.3,237,368,355,0.355
Harry's Bommie,Acropora,HB27,T4,5,1,36.3,25,38,342,0
Harry's Bommie,Acropora,HB27,T4,5,2,36.3,34,51,333,0
Harry's Bommie,Acropora,HB28,T4,5,1,36.3,15,22,318,0
Harry's Bommie,Acropora,HB28,T4,5,2,36.3,16,27,407,0
Harry's Bommie,Acropora,HB29,T4,5,1,36.3,41,61,327,0
Harry's Bommie,Acropora,HB29,T4,5,2,36.3,60,91,340,0
Harry's Bommie,Acropora,HB30,T4,5,1,36.3,77,127,393,0
Harry's Bommie,Acropora,HB30,T4,5,2,36.3,110,144,236,0
